#sysbench read/only, 1000 point-selects per iteration, 20 tables
#95%ile of execution time per 1000 selects [ms]
#
#thread count       	1	8	16	32	64	128	256
mariadb-5.5.20      	53.000	69.830	81.510	186.89	409.94	867.96	1777.1
mariadb-5.5.21      	55.450	71.090	82.690	209.78	434.19	877.63	1771.8
mariadb-5.5.22      	52.590	67.580	83.090	211.68	433.02	874.48	1750.7
mariadb-5.5.23      	51.500	67.830	81.860	208.22	427.74	871.60	1747.6
mariadb-5.5.24      	50.750	67.520	77.960	185.06	407.73	865.11	1762.3
mariadb-5.5.25      	50.190	68.280	76.980	181.65	403.48	859.43	1765.5
mariadb-5.5.27      	47.130	67.930	78.800	180.57	406.39	863.81	1769.2
mariadb-5.5.28      	49.590	66.880	80.660	187.00	407.98	863.04	1756.5
mariadb-5.5.29      	48.220	68.950	78.850	186.22	410.18	867.44	1761.8
mariadb-5.5.30      	49.610	67.320	77.210	181.76	406.76	865.88	1777.1
mariadb-5.5.33      	52.890	68.190	78.590	186.22	411.90	866.92	1757.6
mariadb-5.5.34      	50.600	68.380	80.660	206.67	426.84	875.53	1763.9
mariadb-5.5.35      	50.190	67.280	82.170	208.47	431.08	875.26	1744.5
mariadb-5.5.36      	47.840	68.750	83.490	208.03	429.28	873.69	1735.6
mariadb-5.5.37      	50.660	67.580	81.830	207.85	432.24	876.31	1750.7
mariadb-5.5.38      	49.490	67.040	81.250	204.82	425.44	866.66	1724.2
mariadb-5.5.39      	52.990	68.260	81.340	201.60	422.65	868.22	1743.9
mariadb-5.5.40      	50.800	66.360	78.430	203.90	424.55	869.78	1745.0
mariadb-5.5.41      	50.980	68.010	81.000	208.53	429.28	872.91	1740.3
mariadb-5.5.42      	48.620	65.120	78.170	205.62	428.38	876.58	1762.3
mariadb-5.5.43      	49.150	67.730	79.680	206.67	430.56	879.47	1758.6
mariadb-5.5.44      	49.460	67.770	79.510	205.43	426.33	877.36	1763.4
mariadb-5.5.45      	50.610	68.070	80.370	202.32	421.76	865.62	1741.9
mariadb-5.5.46      	48.420	67.690	79.440	203.54	424.55	871.34	1748.1
mariadb-5.5.47      	49.050	66.020	79.490	203.84	426.33	876.58	1753.4
mariadb-5.5.48      	53.720	69.390	81.830	213.20	427.35	841.61	1630.8
mariadb-5.5.49      	53.020	66.260	82.220	211.42	417.62	829.10	1607.1
mariadb-5.5.50      	51.700	69.100	83.590	218.57	429.53	846.15	1626.9
mariadb-5.5.51      	51.840	69.680	83.160	219.35	429.02	848.94	1644.1
mariadb-5.5.52      	52.000	71.160	83.610	219.16	432.63	856.86	1657.9
mariadb-5.5.53      	50.570	65.200	80.450	210.92	421.63	837.59	1627.9
mariadb-5.5.54      	50.810	63.710	82.520	212.12	422.65	833.33	1610.0
mariadb-5.5.55      	53.270	66.500	78.140	182.25	383.01	776.03	1520.1
mariadb-5.5.56      	53.210	68.910	77.680	182.25	385.65	780.92	1543.5
mariadb-5.5.57      	52.690	70.330	77.210	185.56	388.55	784.44	1544.8
mariadb-5.5.58      	48.990	69.410	79.510	183.62	387.27	786.32	1556.0
mariadb-5.5.59      	46.810	70.350	79.390	186.17	387.04	778.82	1536.5
mariadb-10.0.7      	61.370	67.260	84.620	182.20	375.06	765.65	1504.7
mariadb-10.0.8      	59.160	70.750	83.510	186.45	380.04	773.71	1522.8
mariadb-10.0.9      	59.480	68.830	84.490	182.74	374.84	766.56	1492.6
mariadb-10.0.10     	59.140	71.860	82.450	183.40	372.83	758.35	1487.7
mariadb-10.0.11     	57.650	73.850	84.570	212.06	413.63	828.36	1597.5
mariadb-10.0.12     	57.050	69.530	82.000	226.63	433.28	860.46	1684.4
mariadb-10.0.13     	55.490	63.410	81.560	209.66	401.56	808.76	1587.0
mariadb-10.0.14     	57.050	67.910	87.720	225.88	427.10	854.04	1668.9
mariadb-10.0.15     	55.750	70.630	83.160	226.22	429.02	848.94	1644.6
mariadb-10.0.16     	54.990	70.540	85.280	213.97	407.00	815.08	1597.0
mariadb-10.0.17     	55.850	63.350	83.760	222.73	422.39	842.62	1655.4
mariadb-10.0.18     	55.500	64.870	88.510	225.14	430.56	858.66	1669.9
mariadb-10.0.19     	56.900	63.700	89.040	227.72	430.05	858.40	1678.9
mariadb-10.0.20     	56.270	65.710	85.260	219.02	419.62	840.85	1642.1
mariadb-10.0.21     	55.900	71.260	83.790	228.19	430.69	860.20	1684.4
mariadb-10.0.22     	56.630	70.880	83.240	220.74	416.37	835.58	1637.2
mariadb-10.0.23     	57.740	73.270	86.360	228.67	428.63	854.30	1666.9
mariadb-10.0.24     	55.470	66.100	88.400	229.22	429.28	854.81	1672.4
mariadb-10.0.25     	56.070	67.180	81.810	220.21	420.12	838.09	1640.1
mariadb-10.0.26     	55.140	66.460	81.590	215.26	408.47	816.54	1608.5
mariadb-10.0.27     	55.730	71.260	84.320	212.31	403.36	809.24	1593.2
mariadb-10.0.28     	54.460	70.580	80.500	214.16	411.90	827.86	1623.5
mariadb-10.0.29     	55.990	66.080	81.660	213.59	407.86	818.75	1608.1
mariadb-10.0.30     	55.550	66.280	84.490	209.16	402.76	807.07	1578.0
mariadb-10.0.31     	61.480	68.360	85.790	218.11	415.37	827.37	1618.2
mariadb-10.0.32     	55.720	67.040	84.930	217.85	413.26	824.90	1612.9
mariadb-10.0.33     	54.860	66.220	83.860	229.36	432.63	861.75	1697.6
mariadb-10.0.34     	52.620	71.800	80.930	207.78	405.54	810.94	1579.9
mariadb-10.1.1      	59.690	71.840	85.310	231.50	433.93	865.11	1678.4
mariadb-10.1.2      	57.960	67.690	86.850	229.36	428.25	852.00	1663.4
mariadb-10.1.3      	61.190	69.080	82.620	222.13	421.76	845.39	1650.0
mariadb-10.1.4      	60.460	71.750	80.130	210.35	404.09	810.94	1599.4
mariadb-10.1.5      	57.530	69.370	82.050	210.98	402.52	811.91	1604.7
mariadb-10.1.6      	56.830	66.200	86.340	231.50	431.47	858.91	1684.9
mariadb-10.1.7      	59.400	70.330	83.890	222.86	415.62	837.08	1657.4
mariadb-10.1.8      	57.450	62.690	81.370	221.40	418.12	840.60	1653.5
mariadb-10.1.9      	55.620	65.690	83.860	211.23	400.12	800.09	1583.2
mariadb-10.1.10     	57.960	66.360	83.190	228.19	426.33	853.53	1677.4
mariadb-10.1.11     	56.740	62.790	81.900	224.87	418.49	836.83	1647.0
mariadb-10.1.12     	55.540	69.640	83.590	214.55	403.24	808.76	1598.9
mariadb-10.1.13     	56.120	62.230	82.840	213.33	405.30	807.31	1593.2
mariadb-10.1.14     	57.620	70.960	82.130	227.51	422.65	842.36	1658.4
mariadb-10.1.15     	57.390	69.060	85.280	223.06	418.37	836.08	1649.0
mariadb-10.1.16     	58.640	69.740	80.450	218.89	416.74	834.08	1636.2
mariadb-10.1.17     	56.190	67.460	80.130	219.68	412.52	825.64	1628.4
mariadb-10.1.18     	56.150	66.120	84.670	221.73	415.37	829.10	1634.3
mariadb-10.1.19     	56.420	69.930	82.640	215.19	400.96	801.77	1582.8
mariadb-10.1.20     	58.210	67.480	79.420	216.09	411.04	824.40	1630.8
mariadb-10.1.21     	57.410	70.820	84.090	218.76	406.64	817.52	1626.5
mariadb-10.1.22     	58.610	68.770	82.400	213.78	400.96	804.17	1598.5
mariadb-10.1.23     	55.060	67.380	84.020	230.05	433.80	865.62	1694.0
mariadb-10.1.24     	56.710	69.640	83.290	229.36	431.21	862.26	1697.1
mariadb-10.1.25     	56.640	68.420	80.520	210.92	400.96	806.58	1603.7
mariadb-10.1.26     	58.260	64.560	81.370	210.67	397.01	797.22	1583.7
mariadb-10.1.27     	57.770	72.450	80.280	216.22	413.14	827.86	1634.3
mariadb-10.1.28     	60.160	68.770	82.270	210.67	399.88	804.65	1587.5
mariadb-10.1.29     	57.430	71.880	79.660	208.28	397.25	797.94	1570.5
mariadb-10.1.30     	54.960	69.890	82.720	207.97	395.47	791.28	1566.2
mariadb-10.1.31     	49.800	71.010	83.740	212.25	400.72	802.97	1587.5
mariadb-10.2.1      	59.830	71.750	82.000	219.94	416.74	835.08	1645.5
mariadb-10.2.2      	58.820	73.410	91.610	228.81	429.92	860.20	1689.5
mariadb-10.2.3      	57.860	66.180	84.470	228.67	435.36	871.34	1710.3
mariadb-10.2.4      	61.040	73.340	85.230	228.67	434.84	865.88	1692.0
mariadb-10.2.5      	58.940	70.880	81.760	220.01	415.00	831.34	1635.7
mariadb-10.2.6      	58.640	71.690	82.420	221.86	422.39	847.17	1669.4
mariadb-10.2.7      	60.280	75.180	81.860	218.89	414.50	823.42	1597.0
mariadb-10.2.8      	60.480	69.720	81.710	212.69	407.37	820.71	1614.3
mariadb-10.2.9      	59.230	72.950	84.020	211.93	402.52	809.49	1607.6
mariadb-10.2.10     	56.900	73.960	83.510	213.33	409.81	822.43	1628.4
mariadb-10.2.11     	54.110	67.730	87.170	218.70	405.30	815.81	1611.0
mariadb-10.2.12     	56.950	66.940	83.440	219.68	418.62	833.08	1634.3
mariadb-10.2.13     	56.540	72.640	83.710	221.27	422.27	842.87	1657.9
mariadb-10.3.0      	65.630	68.750	88.030	230.74	430.18	861.23	1685.9
mariadb-10.3.1      	59.800	73.820	83.540	230.39	432.11	859.17	1674.9
mariadb-10.3.2      	61.040	74.940	88.610	223.53	427.86	855.32	1680.9
mariadb-10.3.4      	58.800	77.610	85.100	219.48	416.87	833.83	1633.3
mariadb-10.3.5      	71.930	72.010	87.350	214.03	405.18	815.32	1593.7
