#sysbench INSERT only, single table, single thread
#QPS
#
#thread count       	1
mariadb-5.5.20      	516.16
mariadb-5.5.21      	524.10
mariadb-5.5.22      	525.12
mariadb-5.5.23      	524.94
mariadb-5.5.24      	539.72
mariadb-5.5.25      	513.24
mariadb-5.5.27      	528.89
mariadb-5.5.28      	688.87
mariadb-5.5.29      	522.82
mariadb-5.5.30      	525.53
mariadb-5.5.33      	520.15
mariadb-5.5.34      	522.20
mariadb-5.5.35      	514.94
mariadb-5.5.36      	517.89
mariadb-5.5.37      	514.96
mariadb-5.5.38      	502.93
mariadb-5.5.39      	519.56
mariadb-5.5.40      	507.61
mariadb-5.5.41      	514.98
mariadb-5.5.42      	595.49
mariadb-5.5.43      	517.24
mariadb-5.5.44      	537.30
mariadb-5.5.45      	520.65
mariadb-5.5.46      	848.64
mariadb-5.5.47      	553.13
mariadb-5.5.48      	513.36
mariadb-5.5.49      	517.70
mariadb-5.5.50      	509.42
mariadb-5.5.51      	507.44
mariadb-5.5.52      	515.88
mariadb-5.5.53      	580.75
mariadb-5.5.54      	584.21
mariadb-5.5.55      	525.05
mariadb-5.5.56      	547.66
mariadb-5.5.57      	516.03
mariadb-5.5.58      	519.60
mariadb-5.5.59      	515.71
mariadb-10.0.7      	505.26
mariadb-10.0.8      	493.20
mariadb-10.0.9      	557.66
mariadb-10.0.10     	496.02
mariadb-10.0.11     	506.13
mariadb-10.0.12     	497.03
mariadb-10.0.13     	541.54
mariadb-10.0.14     	506.67
mariadb-10.0.15     	492.07
mariadb-10.0.16     	531.19
mariadb-10.0.17     	517.64
mariadb-10.0.18     	516.18
mariadb-10.0.19     	516.35
mariadb-10.0.20     	506.98
mariadb-10.0.21     	518.81
mariadb-10.0.22     	548.95
mariadb-10.0.23     	515.05
mariadb-10.0.24     	503.07
mariadb-10.0.25     	524.99
mariadb-10.0.26     	552.40
mariadb-10.0.27     	505.62
mariadb-10.0.28     	598.91
mariadb-10.0.29     	518.97
mariadb-10.0.30     	539.49
mariadb-10.0.31     	573.40
mariadb-10.0.32     	551.96
mariadb-10.0.33     	507.13
mariadb-10.0.34     	500.26
mariadb-10.1.2      	502.36
mariadb-10.1.3      	499.61
mariadb-10.1.4      	515.24
mariadb-10.1.5      	496.70
mariadb-10.1.6      	506.05
mariadb-10.1.7      	496.59
mariadb-10.1.8      	502.03
mariadb-10.1.9      	499.62
mariadb-10.1.10     	579.45
mariadb-10.1.11     	542.50
mariadb-10.1.12     	517.47
mariadb-10.1.13     	521.32
mariadb-10.1.14     	521.62
mariadb-10.1.15     	521.90
mariadb-10.1.16     	506.70
mariadb-10.1.17     	512.20
mariadb-10.1.18     	505.54
mariadb-10.1.19     	498.51
mariadb-10.1.20     	502.24
mariadb-10.1.21     	562.82
mariadb-10.1.22     	510.09
mariadb-10.1.23     	504.52
mariadb-10.1.24     	518.54
mariadb-10.1.25     	513.30
mariadb-10.1.26     	504.01
mariadb-10.1.27     	499.11
mariadb-10.1.28     	553.28
mariadb-10.1.29     	508.90
mariadb-10.1.30     	490.62
mariadb-10.1.31     	532.47
mariadb-10.2.1      	819.16
mariadb-10.2.2      	551.47
mariadb-10.2.3      	516.78
mariadb-10.2.4      	532.06
mariadb-10.2.5      	526.02
mariadb-10.2.6      	507.25
mariadb-10.2.7      	512.00
mariadb-10.2.8      	507.14
mariadb-10.2.9      	558.12
mariadb-10.2.10     	512.44
mariadb-10.2.11     	531.25
mariadb-10.2.12     	514.67
mariadb-10.2.13     	532.60
mariadb-10.3.0      	526.59
mariadb-10.3.1      	539.38
mariadb-10.3.2      	560.08
mariadb-10.3.4      	673.05
mariadb-10.3.5      	616.69
