#sysbench OLTP read-only, 14 reads per TRX, 32 tables
#average transaction time [ms]
#
#thread count       	1	8	16	32	64	128	256	512	1024	2048	4096
mariadb-10.0.14     	1.1600	1.4100	1.6300	2.9000	5.6700	11.570	23.720	50.150	108.16	216.11	447.79
mariadb-10.0.15     	1.2100	1.4300	1.6400	2.9000	5.6900	11.540	23.880	50.340	107.30	217.21	394.90
mariadb-10.0.16     	1.1800	1.4100	1.6300	2.9100	5.7000	11.600	24.010	50.680	104.88	225.36	401.38
mariadb-10.0.17     	1.1900	1.4400	1.6500	2.9100	5.6900	11.570	23.930	50.350	103.06	216.47	416.03
mariadb-10.0.18     	1.2000	1.4400	1.6500	2.9100	5.7000	11.600	23.990	50.870	105.23	210.04	412.35
mariadb-10.0.19     	1.1700	1.4400	1.6500	2.9200	5.7200	11.630	24.130	50.760	105.96	222.69	417.91
mariadb-10.0.20     	1.1900	1.4400	1.6500	2.9100	5.6900	11.600	23.910	50.890	105.33	219.33	412.20
mariadb-10.0.21     	1.1900	1.4400	1.6400	2.9200	5.7100	11.600	24.070	50.770	108.40	223.98	398.84
mariadb-10.0.22     	1.1800	1.4400	1.6500	2.9100	5.7000	11.590	23.980	51.130	103.15	214.96	403.84
mariadb-10.0.23     	1.1200	1.4300	1.6500	2.9000	5.6900	11.530	24.030	50.600	105.88	210.80	414.76
mariadb-10.0.24     	1.1700	1.4900	1.6300	2.8900	5.6400	11.460	23.790	50.050	106.01	207.82	418.41
mariadb-10.0.25     	1.2100	1.4600	1.6500	2.9600	5.7800	11.750	24.390	51.310	108.90	220.83	409.82
mariadb-10.0.26     	1.2500	1.4600	1.6800	2.9500	5.7900	11.740	24.350	51.310	105.80	221.54	399.17
mariadb-10.0.27     	1.2200	1.4800	1.6700	2.9600	5.8100	11.770	24.430	51.470	106.74	213.08	421.44
mariadb-10.0.28     	1.2300	1.5100	1.6700	2.9600	5.7900	11.800	24.430	51.470	104.30	221.52	421.49
mariadb-10.0.29     	1.1900	1.4500	1.6800	2.9700	5.8200	11.810	24.530	51.660	103.51	212.85	416.08
mariadb-10.0.30     	1.2300	1.4800	1.6600	2.9800	5.8300	11.860	24.510	51.440	109.50	222.82	406.66
mariadb-10.0.31     	1.1900	1.4800	1.6700	2.9800	5.8100	11.840	24.460	51.410	105.67	213.66	408.68
mariadb-10.0.32     	1.2100	1.4700	1.6700	2.9800	5.8300	11.900	24.550	51.500	105.11	209.88	422.68
mariadb-10.0.33     	1.1600	1.4600	1.6900	2.9700	5.8100	11.820	24.420	51.140	106.24	224.44	409.21
mariadb-10.0.34     	1.1900	1.4600	1.6700	2.9800	5.8200	11.840	24.400	51.580	111.46	216.49	388.14
mariadb-10.1.2      	1.1600	1.4500	1.6300	2.9100	5.7000	11.590	23.800	49.080	102.87	208.95	407.71
mariadb-10.1.3      	1.1700	1.4400	1.6500	2.9300	5.7500	11.710	23.840	49.460	104.86	221.97	404.95
mariadb-10.1.4      	1.1800	1.4600	1.6600	2.9200	5.7100	11.660	23.850	49.530	104.01	210.60	400.39
mariadb-10.1.5      	1.1600	1.4300	1.6400	2.8900	5.6300	11.450	23.610	48.920	101.48	204.87	393.52
mariadb-10.1.6      	1.1200	1.4200	1.6300	2.8600	5.5900	11.410	23.410	48.970	102.39	209.67	390.19
mariadb-10.1.7      	1.1700	1.4600	1.6400	2.8800	5.6200	11.460	23.610	49.200	103.42	208.91	399.41
mariadb-10.1.8      	1.1700	1.4300	1.6300	2.8900	5.6400	11.450	23.590	49.010	107.18	210.37	408.27
mariadb-10.1.9      	1.1700	1.4100	1.6200	2.8500	5.5800	11.380	23.350	48.260	101.35	205.72	374.29
mariadb-10.1.10     	1.1300	1.4300	1.6300	2.8700	5.5900	11.360	23.400	48.680	101.56	205.86	387.60
mariadb-10.1.11     	1.1700	1.4200	1.6300	2.8600	5.5900	11.340	23.340	48.650	103.67	197.39	409.09
mariadb-10.1.12     	1.1700	1.4200	1.6200	2.8500	5.5700	11.330	23.280	47.970	96.680	198.42	398.67
mariadb-10.1.13     	1.1700	1.4100	1.6100	2.8500	5.5600	11.270	23.070	47.860	101.97	194.99	432.91
mariadb-10.1.14     	1.1500	1.4600	1.6700	2.9400	5.7600	11.710	23.910	49.360	104.41	213.00	405.88
mariadb-10.1.15     	1.1700	1.4600	1.6600	2.9200	5.6800	11.560	23.890	48.950	101.02	206.91	408.38
mariadb-10.1.16     	1.2300	1.4600	1.6600	2.9100	5.6900	11.550	23.840	48.760	103.45	207.59	408.80
mariadb-10.1.17     	1.1800	1.4500	1.6500	2.9100	5.7000	11.560	23.830	48.820	106.21	199.02	401.30
mariadb-10.1.18     	1.2500	1.4800	1.6500	2.9300	5.7200	11.610	23.950	48.620	100.43	211.11	423.79
mariadb-10.1.19     	1.2400	1.4500	1.6700	2.9400	5.7700	11.770	24.360	50.170	100.55	229.96	592.24
mariadb-10.1.20     	1.1800	1.4500	1.6600	2.9300	5.7400	11.700	24.290	50.890	105.91	217.14	633.14
mariadb-10.1.21     	1.2200	1.4700	1.6600	2.9500	5.7900	11.780	24.460	50.240	110.98	232.36	453.83
mariadb-10.1.22     	1.2300	1.4700	1.6700	2.9500	5.7700	11.790	24.500	49.950	107.45	185.42	557.36
mariadb-10.1.23     	1.2100	1.4400	1.6500	2.9100	5.6900	11.600	23.950	49.050	99.640	212.76	394.15
mariadb-10.1.24     	1.1900	1.4500	1.6500	2.9200	5.7100	11.590	23.900	48.820	105.26	215.00	413.88
mariadb-10.1.25     	1.2000	1.4500	1.6400	2.9100	5.6900	11.570	23.880	48.450	103.79	212.77	385.96
mariadb-10.1.26     	1.1900	1.4400	1.6600	2.9100	5.6900	11.620	23.980	49.070	104.80	212.05	356.89
mariadb-10.1.27     	1.2300	1.4600	1.6500	2.9200	5.7200	11.650	24.020	49.320	106.71	222.55	412.11
mariadb-10.1.28     	1.2300	1.4500	1.6600	2.9200	5.7200	11.660	24.070	48.440	100.69	221.45	401.63
mariadb-10.1.29     	1.1200	1.4600	1.6400	2.9100	5.6800	11.530	23.780	48.380	105.18	195.55	419.21
mariadb-10.1.30     	1.1600	1.4700	1.6600	2.9500	5.7400	11.680	24.020	49.550	99.880	192.57	405.41
mariadb-10.1.31     	1.1600	1.4500	1.6500	2.9200	5.6700	11.550	23.810	49.020	104.42	205.03	411.63
mariadb-10.2.1      	1.1700	1.5000	1.6700	2.9500	5.7800	11.790	24.410	51.310	106.55	223.42	423.56
mariadb-10.2.2      	1.2000	1.5100	1.7100	3.0900	6.0900	12.380	25.440	52.940	111.59	203.37	364.06
mariadb-10.2.3      	1.2400	1.5000	1.6800	3.0400	5.9900	12.210	25.340	52.970	111.46	220.97	420.40
mariadb-10.2.4      	1.2400	1.4900	1.7000	3.0400	6.0100	12.300	25.700	54.880	121.62	252.46	469.79
mariadb-10.2.5      	1.1900	1.4300	1.6600	2.9400	5.7800	11.810	24.260	50.610	103.84	204.86	472.56
mariadb-10.2.6      	1.1900	1.4400	1.6500	2.9300	5.7600	11.710	24.090	50.330	108.28	208.85	470.17
mariadb-10.2.7      	1.1800	1.4400	1.6700	2.9400	5.7800	11.800	24.240	50.820	107.14	184.28	469.20
mariadb-10.2.8      	1.2000	1.4600	1.6500	2.9600	5.8200	11.870	24.410	51.000	96.970	228.97	475.89
mariadb-10.2.9      	1.2300	1.4800	1.6600	2.9500	5.8200	11.860	24.370	51.190	104.64	200.20	501.95
mariadb-10.2.10     	1.2200	1.4700	1.6600	2.9500	5.7800	11.790	24.170	50.470	104.49	205.14	487.88
mariadb-10.2.11     	1.1700	1.4100	1.6400	2.9300	5.7500	11.720	24.010	50.320	99.870	210.90	483.91
mariadb-10.2.12     	1.1900	1.4700	1.6600	2.9700	5.8200	11.860	24.360	51.310	106.07	201.50	467.78
mariadb-10.2.13     	1.1800	1.4600	1.6500	2.9500	5.8000	11.830	24.320	50.860	106.19	189.89	461.67
mariadb-10.3.0      	1.2500	1.4800	1.6600	2.9400	5.8000	11.830	24.290	50.800	105.21	200.76	469.38
mariadb-10.3.1      	1.2600	1.4900	1.6900	3.0100	5.9000	12.020	24.670	51.740	107.18	222.33	488.96
mariadb-10.3.2      	1.2100	1.4400	1.6700	3.0100	5.9100	12.040	24.700	51.800	104.02	197.62	466.06
mariadb-10.3.4      	1.2100	1.5600	1.7000	3.0500	6.0000	12.220	25.030	52.760	109.10	221.05	483.26
mariadb-10.3.5      	1.2200	1.5100	1.7000	3.0400	5.9800	12.190	24.880	52.750	106.95	222.92	505.73
