#sysbench OLTP read-only, 14 reads per TRX, 32 tables
#95%ile of transaction time [ms]
#
#thread count       	1	8	16	32	64	128	256	512	1024	2048	4096
mariadb-10.1.4      	1.5600	1.6800	1.7900	3.9400	7.3400	13.860	27.660	58.120	130.46	442.45	1113.1
mariadb-10.1.5      	1.5500	1.6300	1.7600	4.0300	7.2300	13.850	27.690	58.310	133.42	471.16	1377.5
mariadb-10.1.6      	1.4800	1.6300	1.7500	3.9000	7.1600	13.610	27.990	57.090	128.17	343.47	1515.5
mariadb-10.1.7      	1.5600	1.6600	1.7600	3.8800	7.2100	13.710	27.430	57.580	128.40	399.64	1526.9
mariadb-10.1.8      	1.5700	1.6400	1.7700	3.9600	7.2800	13.690	27.900	57.770	125.97	403.00	1369.7
mariadb-10.1.9      	1.5300	1.6300	1.7800	3.8800	7.1800	13.810	27.340	55.440	127.48	422.27	1159.0
mariadb-10.1.10     	1.4700	1.6700	1.7600	3.8800	7.1600	13.660	27.300	56.630	125.78	356.35	1610.0
mariadb-10.1.11     	1.5400	1.6100	1.7500	3.8400	7.1600	13.620	27.660	56.580	125.51	462.36	1315.4
mariadb-10.1.12     	1.5500	1.6500	1.7500	3.8700	7.1600	13.630	27.020	56.440	130.14	529.03	1387.4
mariadb-10.1.13     	1.5300	1.6100	1.7300	3.9000	7.2100	13.710	27.710	56.410	125.89	438.89	540.23
mariadb-10.1.14     	1.5400	1.6700	1.7800	3.9600	7.3500	14.080	27.860	57.310	128.09	346.15	1462.5
mariadb-10.1.15     	1.5600	1.6800	1.7800	3.9600	7.3900	13.880	28.260	56.540	130.89	480.27	1225.3
mariadb-10.1.16     	1.6300	1.6500	1.7800	3.9900	7.3400	13.820	27.620	57.330	129.06	482.29	1353.0
mariadb-10.1.17     	1.5400	1.6700	1.7800	3.9400	7.3100	13.960	27.690	56.220	126.42	428.12	1497.0
mariadb-10.1.18     	1.6400	1.7400	1.7700	3.9400	7.3100	13.980	28.220	57.890	133.26	416.24	1131.6
mariadb-10.1.19     	1.6300	1.6600	1.8000	3.9800	7.4200	14.260	28.450	59.710	156.68	496.94	2148.5
mariadb-10.1.20     	1.5600	1.6700	1.8100	3.9500	7.3700	14.020	28.170	59.240	142.20	401.20	1839.9
mariadb-10.1.21     	1.6100	1.6900	1.7800	4.0600	7.4500	14.090	28.580	59.030	130.57	330.85	1516.0
mariadb-10.1.22     	1.6100	1.6800	1.8100	4.1000	7.4200	14.060	28.350	59.320	136.32	445.38	1783.0
mariadb-10.1.23     	1.6000	1.6500	1.7700	3.9600	7.3700	13.980	28.320	57.650	163.93	373.27	1400.0
mariadb-10.1.24     	1.5500	1.6400	1.7800	3.9100	7.3600	13.890	28.090	57.330	128.52	336.65	1197.1
mariadb-10.1.25     	1.6100	1.6800	1.7800	4.0000	7.3200	13.970	28.050	56.860	129.83	454.26	1745.0
mariadb-10.1.26     	1.5700	1.6300	1.8000	3.9400	7.3000	13.750	27.840	55.970	132.26	361.29	1193.5
mariadb-10.1.27     	1.6100	1.6800	1.7800	3.9700	7.3500	14.220	27.910	58.100	130.96	303.25	1348.1
mariadb-10.1.28     	1.6200	1.6900	1.7800	3.9600	7.3700	14.060	28.610	58.220	139.88	291.68	1497.9
mariadb-10.1.29     	1.3900	1.6700	1.8000	3.9300	7.3600	13.910	28.030	57.070	126.57	449.80	983.94
mariadb-10.1.30     	1.5200	1.6700	1.7800	4.0700	7.3400	13.930	28.060	57.390	141.18	468.21	1374.2
mariadb-10.1.31     	1.4900	1.6700	1.7800	3.9500	7.3200	13.860	27.690	56.660	130.61	409.08	1379.2
mariadb-10.2.1      	1.5400	1.7600	1.8100	4.0000	7.4600	14.140	28.690	60.610	131.12	335.54	1150.3
mariadb-10.2.2      	1.5400	1.7400	1.8400	4.2300	7.7600	14.950	29.730	62.280	131.71	498.73	1240.5
mariadb-10.2.3      	1.6200	1.7300	1.8300	4.1300	7.6000	14.620	29.350	62.960	141.10	545.92	1856.0
mariadb-10.2.4      	1.6400	1.6900	1.8300	4.1500	7.6400	14.950	30.050	64.620	166.05	772.09	2133.8
mariadb-10.2.5      	1.5300	1.6600	1.8000	3.9600	7.3300	14.610	28.210	59.330	133.86	452.90	1038.1
mariadb-10.2.6      	1.5500	1.6500	1.7600	3.9400	7.2800	14.270	27.760	57.640	130.07	377.88	1136.0
mariadb-10.2.7      	1.5200	1.6400	1.8100	3.9600	7.3300	14.380	28.170	58.160	126.65	390.77	1017.8
