#sysbench OLTP read-only, 14 reads per TRX, 32 tables
#TPS
#
#thread count       	1	8	16	32	64	128	256	512	1024	2048	4096
mariadb-5.5.20      	773.49	4889.6	9104.9	9867.2	10124	9838.9	9399.9	9034.0	7482.2	4184.4	933.78
mariadb-5.5.21      	764.17	5053.2	9038.7	9806.8	10079	9894.5	9366.2	9269.4	7036.9	4397.9	925.92
mariadb-5.5.22      	958.58	5551.2	10183	10927	11344	11105	10760	10771	4386.2	2540.9	684.76
mariadb-5.5.23      	932.13	5532.0	9944.3	10870	11267	11018	10753	10689	5584.3	2617.8	680.18
mariadb-5.5.24      	889.91	6025.4	9938.1	10902	11274	11056	10785	10669	9068.7	2553.1	662.66
mariadb-5.5.25      	935.18	5421.6	9906.7	10804	11208	10995	10770	10459	4867.9	2556.9	566.59
mariadb-5.5.27      	897.23	5605.0	9781.8	10730	11040	10760	10482	10421	8058.4	2949.7	763.20
mariadb-5.5.28      	915.51	5547.9	9888.4	10784	11299	11057	10739	10707	9505.0	5604.4	858.23
mariadb-5.5.29      	907.62	6010.1	10002	10805	11239	11005	10694	9606.3	4895.6	2939.7	685.63
mariadb-5.5.30      	931.48	5541.7	9942.7	10994	11233	11096	10636	10791	7628.6	2942.1	781.36
mariadb-5.5.33      	910.89	5919.2	9906.0	10983	11407	11285	10969	10378	9774.2	9338.2	9174.5
mariadb-5.5.34      	910.22	5421.1	9946.5	11017	11575	11465	11106	10578	9818.2	9473.2	9391.4
mariadb-5.5.35      	892.97	5450.2	9944.4	10950	11511	11405	11074	10492	9887.2	9380.2	9321.8
mariadb-5.5.36      	876.09	5504.8	9980.5	11023	11537	11387	11052	10468	9814.6	9464.7	9313.2
mariadb-5.5.37      	906.87	5452.6	9934.5	10974	11558	11393	11053	10606	9794.1	9413.9	9752.4
mariadb-5.5.38      	946.36	5587.6	9986.7	11013	11616	11490	11108	10523	9900.0	9472.0	9627.3
mariadb-5.5.39      	934.27	6002.9	9963.4	11003	11563	11464	11081	10538	9900.2	9496.6	9579.1
mariadb-5.5.40      	894.45	5994.8	10097	11056	11643	11510	11156	10714	9777.2	9651.3	9343.2
mariadb-5.5.41      	906.16	6136.1	10005	11111	11592	11467	11122	10538	9813.2	9515.5	9288.0
mariadb-5.5.42      	908.30	5982.3	9974.7	11021	11557	11455	11060	10515	9947.4	9373.3	9479.4
mariadb-5.5.43      	903.48	5682.3	9994.2	10999	11591	11444	11184	10557	9743.4	9408.8	9572.9
mariadb-5.5.44      	901.94	5477.4	9974.5	11044	11517	11417	11060	10531	9936.6	9311.5	9476.2
mariadb-5.5.45      	938.44	5545.4	9931.8	10960	11528	11440	11031	10481	9748.0	9272.6	9630.6
mariadb-5.5.46      	871.72	5475.1	9984.0	10877	11499	11605	11061	10505	9881.5	9227.3	9340.8
mariadb-5.5.47      	919.62	5441.3	9996.5	11035	11566	11418	11053	10527	9808.4	9494.9	9520.1
mariadb-5.5.48      	881.89	6040.9	10104	11309	11707	11528	11118	10571	9899.5	9530.2	9265.4
mariadb-5.5.49      	872.53	5576.3	10091	11312	11684	11521	11144	10550	9944.5	9467.7	9186.9
mariadb-5.5.50      	888.13	5834.1	9936.4	11127	11492	11321	10970	10415	9853.4	9388.1	9415.7
mariadb-5.5.51      	858.40	5843.4	9895.9	11156	11519	11353	10963	10441	9847.4	9352.6	8914.9
mariadb-5.5.52      	863.51	5799.5	9904.8	11162	11529	11345	11000	10426	9843.1	9470.9	8569.7
mariadb-5.5.53      	850.26	5819.1	9886.7	11144	11486	11331	10953	10414	9842.9	9437.1	8939.6
mariadb-5.5.54      	873.44	5751.2	9840.7	11103	11493	11327	10933	10404	9773.8	9349.9	8849.8
mariadb-5.5.55      	854.26	5548.1	10022	11147	11530	11354	10980	10458	9911.3	9542.3	9116.1
mariadb-5.5.56      	879.86	5628.3	9957.1	11059	11453	11261	10901	10339	9714.8	9192.6	9199.5
mariadb-5.5.57      	891.25	5751.0	9840.0	11066	11417	11244	10883	10352	9755.4	9281.3	9289.1
mariadb-5.5.58      	901.22	5679.7	9987.9	11079	11472	11309	10965	10381	9817.0	9375.4	8807.6
mariadb-5.5.59      	902.07	5521.7	9856.7	10855	11392	11342	10947	10367	9630.1	9361.3	9392.6
mariadb-10.0.7      	873.68	5502.2	9763.2	10980	11217	11014	10628	10138	9332.8	8674.4	2434.0
mariadb-10.0.8      	848.99	5634.2	9720.7	10869	11125	10948	10538	10026	9265.1	9157.3	3778.9
mariadb-10.0.9      	843.82	5571.9	9720.7	11036	11293	11094	10737	10226	9573.5	9384.2	8863.3
mariadb-10.0.10     	823.34	5568.2	9794.5	10959	11215	11023	10684	10022	9479.1	8897.5	9202.0
mariadb-10.0.11     	895.80	5644.4	9802.2	11068	11350	11164	10776	10067	9493.4	9399.2	8989.1
mariadb-10.0.12     	852.59	5545.9	9595.1	10922	11178	11004	10642	10014	9430.4	9343.6	9266.5
mariadb-10.0.13     	842.28	5611.2	9823.4	10950	11210	11002	10664	10098	9442.5	8894.3	8868.9
