#sysbench write-only, 20 writes per TRX, single table
#QPS
#
#thread count       	1
mariadb-5.5.20      	17427
mariadb-5.5.21      	18423
mariadb-5.5.22      	17449
mariadb-5.5.23      	18018
mariadb-5.5.24      	17706
mariadb-5.5.25      	17880
mariadb-5.5.27      	17955
mariadb-5.5.28      	18033
mariadb-5.5.29      	18093
mariadb-5.5.30      	18111
mariadb-5.5.33      	18303
mariadb-5.5.34      	17661
mariadb-5.5.35      	18481
mariadb-5.5.36      	18078
mariadb-5.5.37      	18334
mariadb-5.5.38      	18727
mariadb-5.5.39      	18489
mariadb-5.5.40      	17774
mariadb-5.5.41      	18210
mariadb-5.5.42      	18156
mariadb-5.5.43      	18039
mariadb-5.5.44      	18331
mariadb-5.5.45      	18576
mariadb-5.5.46      	18507
mariadb-5.5.47      	17720
mariadb-5.5.48      	18275
mariadb-5.5.49      	18147
mariadb-5.5.50      	17907
mariadb-5.5.51      	18111
mariadb-5.5.52      	17589
mariadb-5.5.53      	17978
mariadb-5.5.54      	17673
mariadb-5.5.55      	17912
mariadb-5.5.56      	18204
mariadb-5.5.57      	17982
mariadb-5.5.58      	17826
mariadb-5.5.59      	17709
mariadb-10.0.7      	17445
mariadb-10.0.8      	17588
mariadb-10.0.9      	16810
mariadb-10.0.10     	17657
mariadb-10.0.11     	16955
mariadb-10.0.12     	17383
mariadb-10.0.13     	16937
mariadb-10.0.14     	17637
mariadb-10.0.15     	18821
mariadb-10.0.16     	18008
mariadb-10.0.17     	17464
mariadb-10.0.18     	18348
mariadb-10.0.19     	17937
mariadb-10.0.20     	18025
mariadb-10.0.21     	18450
mariadb-10.0.22     	17703
mariadb-10.0.23     	17841
mariadb-10.0.24     	17601
mariadb-10.0.25     	17941
mariadb-10.0.26     	18251
mariadb-10.0.27     	18349
mariadb-10.0.28     	17795
mariadb-10.0.29     	17306
mariadb-10.0.30     	17505
mariadb-10.0.31     	17373
mariadb-10.0.32     	17610
mariadb-10.0.33     	16852
mariadb-10.0.34     	16621
mariadb-10.1.2      	17695
mariadb-10.1.3      	17112
mariadb-10.1.4      	17502
mariadb-10.1.5      	16609
mariadb-10.1.6      	17603
mariadb-10.1.7      	17569
mariadb-10.1.8      	17083
mariadb-10.1.9      	17680
mariadb-10.1.10     	17546
mariadb-10.1.11     	16910
mariadb-10.1.12     	16827
mariadb-10.1.13     	16635
mariadb-10.1.14     	17148
mariadb-10.1.15     	17378
mariadb-10.1.16     	17785
mariadb-10.1.17     	17915
mariadb-10.1.18     	17580
mariadb-10.1.19     	18003
mariadb-10.1.20     	17684
mariadb-10.1.21     	17623
mariadb-10.1.22     	16735
mariadb-10.1.23     	17150
mariadb-10.1.24     	17480
mariadb-10.1.25     	17295
mariadb-10.1.26     	17180
mariadb-10.1.27     	17255
mariadb-10.1.28     	17004
mariadb-10.1.29     	17413
mariadb-10.1.30     	17318
mariadb-10.1.31     	17005
mariadb-10.2.1      	17392
mariadb-10.2.2      	16764
mariadb-10.2.3      	16461
mariadb-10.2.4      	17310
mariadb-10.2.5      	16486
mariadb-10.2.6      	16774
mariadb-10.2.7      	17136
mariadb-10.2.8      	17626
mariadb-10.2.9      	17416
mariadb-10.2.10     	17045
mariadb-10.2.11     	17187
mariadb-10.2.12     	17284
mariadb-10.2.13     	17213
mariadb-10.3.0      	17161
mariadb-10.3.1      	16938
mariadb-10.3.2      	16877
mariadb-10.3.4      	16563
mariadb-10.3.5      	16897
