#sysbench INSERT only, single table, single thread
#QPS
#
#thread count       	1
mariadb-5.5.20      	730.96
mariadb-5.5.21      	667.65
mariadb-5.5.22      	840.85
mariadb-5.5.23      	729.67
mariadb-5.5.24      	680.27
mariadb-5.5.25      	701.57
mariadb-5.5.27      	687.86
mariadb-5.5.28      	710.00
mariadb-5.5.29      	800.83
mariadb-5.5.30      	721.90
mariadb-5.5.33      	704.45
mariadb-5.5.34      	712.32
mariadb-5.5.35      	717.23
mariadb-5.5.36      	983.51
mariadb-5.5.37      	700.94
mariadb-5.5.38      	745.49
mariadb-5.5.39      	729.51
mariadb-5.5.40      	689.02
mariadb-5.5.41      	706.62
mariadb-5.5.42      	691.62
mariadb-5.5.43      	711.19
mariadb-5.5.44      	782.77
mariadb-5.5.45      	711.59
mariadb-5.5.46      	700.26
mariadb-5.5.47      	697.28
mariadb-5.5.48      	695.26
mariadb-5.5.49      	759.47
mariadb-5.5.50      	693.86
mariadb-5.5.51      	704.83
mariadb-5.5.52      	693.37
mariadb-5.5.53      	841.83
mariadb-5.5.54      	731.77
mariadb-5.5.55      	776.65
mariadb-5.5.56      	700.72
mariadb-5.5.57      	706.66
mariadb-5.5.58      	678.31
mariadb-5.5.59      	691.88
mariadb-10.0.7      	669.62
mariadb-10.0.8      	954.63
mariadb-10.0.9      	712.96
mariadb-10.0.10     	663.05
mariadb-10.0.11     	667.79
mariadb-10.0.12     	673.45
mariadb-10.0.13     	670.83
mariadb-10.0.14     	684.37
mariadb-10.0.15     	690.40
mariadb-10.0.16     	677.01
mariadb-10.0.17     	684.99
mariadb-10.0.18     	841.17
mariadb-10.0.19     	916.55
mariadb-10.0.20     	867.73
mariadb-10.0.21     	751.32
mariadb-10.0.22     	705.95
mariadb-10.0.23     	901.76
mariadb-10.0.24     	672.82
mariadb-10.0.25     	680.25
mariadb-10.0.26     	718.99
mariadb-10.0.27     	690.41
mariadb-10.0.28     	898.24
mariadb-10.0.29     	675.13
mariadb-10.0.30     	689.77
mariadb-10.0.31     	690.68
mariadb-10.0.32     	680.77
mariadb-10.0.33     	703.88
mariadb-10.0.34     	662.33
mariadb-10.1.2      	977.17
mariadb-10.1.3      	848.12
mariadb-10.1.4      	780.47
mariadb-10.1.5      	674.79
mariadb-10.1.6      	850.42
mariadb-10.1.7      	704.78
mariadb-10.1.8      	702.72
mariadb-10.1.9      	815.37
mariadb-10.1.10     	779.45
mariadb-10.1.11     	1032.5
mariadb-10.1.12     	834.64
mariadb-10.1.13     	682.28
mariadb-10.1.14     	720.42
mariadb-10.1.15     	668.46
mariadb-10.1.16     	728.16
mariadb-10.1.17     	761.52
mariadb-10.1.18     	748.26
mariadb-10.1.19     	751.94
mariadb-10.1.20     	801.79
mariadb-10.1.21     	1098.3
mariadb-10.1.22     	747.06
mariadb-10.1.23     	742.75
mariadb-10.1.24     	682.07
mariadb-10.1.25     	764.44
mariadb-10.1.26     	676.65
mariadb-10.1.27     	676.05
mariadb-10.1.28     	685.78
mariadb-10.1.29     	677.85
mariadb-10.1.30     	687.67
mariadb-10.1.31     	668.38
mariadb-10.2.1      	770.46
mariadb-10.2.2      	743.83
mariadb-10.2.3      	888.11
mariadb-10.2.4      	764.10
mariadb-10.2.5      	710.26
mariadb-10.2.6      	863.70
mariadb-10.2.7      	749.57
mariadb-10.2.8      	719.66
mariadb-10.2.9      	731.73
mariadb-10.2.10     	747.12
mariadb-10.2.11     	726.60
mariadb-10.2.12     	740.14
mariadb-10.2.13     	732.03
mariadb-10.3.0      	740.90
mariadb-10.3.1      	732.90
mariadb-10.3.2      	759.54
mariadb-10.3.4      	760.55
mariadb-10.3.5      	909.25
