#sysbench write-only, 20 writes per TRX, 32 tables
#QPS
#
#thread count       	1	8	16	32	64	128	256
mariadb-5.5.20      	4034.3	22583	46427	83733	131469	145917	138453
mariadb-5.5.21      	4031.6	22411	46584	85273	130100	144904	141277
mariadb-5.5.22      	4055.3	22636	46657	85691	128542	145023	138453
mariadb-5.5.23      	4008.0	22496	46436	85009	129132	144597	139016
mariadb-5.5.24      	4026.3	22567	46694	84628	131841	146975	141736
mariadb-5.5.25      	3279.9	15133	28228	52204	93607	135985	135501
mariadb-5.5.27      	3270.9	14942	27762	53453	94891	134682	133892
mariadb-5.5.28      	3265.9	15075	27637	53736	93751	133832	131713
mariadb-5.5.29      	3272.1	15034	27769	52647	95565	135258	133712
mariadb-5.5.30      	3288.1	15045	28209	53405	94128	133703	132014
mariadb-5.5.33      	3266.8	15044	28397	52806	93231	136983	146132
mariadb-5.5.34      	3282.9	15188	28319	53883	95854	138680	147627
mariadb-5.5.35      	3274.8	15073	28190	53761	95675	136498	149792
mariadb-5.5.36      	3314.9	15202	28444	53454	94633	141304	148499
mariadb-5.5.37      	3266.9	15085	28126	53275	91889	137364	145992
mariadb-5.5.38      	3276.7	15160	27849	52468	92749	136290	145543
mariadb-5.5.39      	3277.8	15088	27678	52504	94736	137224	145020
mariadb-5.5.40      	3283.4	15053	27714	52595	94812	137292	145082
mariadb-5.5.41      	3293.0	14996	27684	52182	93704	134702	144077
mariadb-5.5.42      	3261.0	15046	27601	52654	95538	137903	145903
mariadb-5.5.43      	3272.7	15102	28200	52522	93653	137080	146195
mariadb-5.5.44      	3288.8	15152	27806	51947	94763	137149	146766
mariadb-5.5.45      	3273.0	15072	27968	52349	94291	136882	146783
mariadb-5.5.46      	3293.2	15133	27833	52296	92884	137294	146760
mariadb-5.5.47      	3295.1	15084	27804	52787	94207	136393	146770
mariadb-5.5.48      	3322.5	15322	28471	54357	98297	140746	150533
mariadb-5.5.49      	3317.3	15357	28465	53899	96554	142097	150914
mariadb-5.5.50      	3347.8	15279	28674	54102	98385	143017	151210
mariadb-5.5.51      	3308.9	15228	28270	53978	96696	140564	149704
mariadb-5.5.52      	3345.9	15409	28577	53467	96157	141764	149528
mariadb-5.5.53      	3274.3	15223	28492	54032	95941	140011	149354
mariadb-5.5.54      	3272.7	15268	28247	52422	95071	137116	147653
mariadb-5.5.55      	3279.2	15189	28328	52365	95168	135037	145738
mariadb-5.5.56      	3291.3	15145	28010	52245	94766	133469	145687
mariadb-5.5.57      	3199.6	15067	27932	51925	95457	137260	144662
mariadb-5.5.58      	3310.1	15092	27908	51759	94386	137181	145722
mariadb-5.5.59      	3299.2	15183	28475	53547	95533	138482	150450
mariadb-10.0.7      	4742.0	21807	40381	67433	87726	100506	86058
mariadb-10.0.8      	4693.0	21611	40559	75260	121793	148849	156524
mariadb-10.0.9      	4713.2	21960	41335	78804	128601	152909	148802
mariadb-10.0.10     	4716.3	22276	42176	81297	134110	155464	151079
mariadb-10.0.11     	4722.3	22401	42603	81959	135951	160944	161385
mariadb-10.0.12     	4731.1	22373	42526	80584	135761	161105	163461
mariadb-10.0.13     	4650.9	22022	42127	80498	135961	163088	164205
mariadb-10.0.14     	4711.2	22310	42315	81098	136862	163532	164018
mariadb-10.0.15     	4646.7	22055	42237	81045	135540	162466	164936
mariadb-10.0.16     	4661.6	22080	42056	80314	134680	164272	162680
mariadb-10.0.17     	4708.2	22017	42243	80701	137246	164071	164108
mariadb-10.0.18     	4531.0	22037	42120	79966	136746	161483	163707
mariadb-10.0.19     	4643.2	22156	41899	80970	133163	161931	163441
mariadb-10.0.20     	4644.0	21889	41631	78481	130139	157674	159399
mariadb-10.0.21     	4606.1	21636	41217	79226	129688	157243	157960
mariadb-10.0.22     	4635.0	21490	41458	79051	128946	157292	159125
mariadb-10.0.23     	4604.3	21667	41297	78318	129976	156253	159217
mariadb-10.0.24     	4624.9	21770	41355	78497	129992	157814	159760
mariadb-10.0.25     	4656.9	21625	41397	78705	130388	160170	159884
mariadb-10.0.26     	4613.2	21829	41398	78880	129475	156288	157876
mariadb-10.0.27     	4611.4	21827	41236	78559	129595	155600	158430
mariadb-10.0.28     	4616.3	21813	41350	79257	128576	156204	156993
mariadb-10.0.29     	4624.8	21698	41361	78883	129009	157168	160087
mariadb-10.0.30     	4619.2	22003	41565	78313	129475	155586	158351
mariadb-10.0.31     	4612.1	21725	41017	78555	129918	156167	157378
mariadb-10.0.32     	4607.3	21760	41473	78598	128837	155848	157322
mariadb-10.0.33     	4599.6	21573	42083	81357	137168	173078	168215
mariadb-10.0.34     	4640.9	21973	42204	81589	135973	164838	166261
mariadb-10.1.2      	4537.9	21502	41029	78252	130278	155802	158539
mariadb-10.1.3      	4577.3	21680	41307	79041	129277	155440	158521
mariadb-10.1.4      	4524.9	21460	41175	78694	127950	155487	157003
mariadb-10.1.5      	4573.1	21469	41367	78221	130506	154738	158441
mariadb-10.1.6      	4591.6	21782	41504	78595	130160	156862	158952
mariadb-10.1.7      	4581.9	21583	41492	78983	128697	155410	157665
mariadb-10.1.8      	4567.9	21790	41350	77927	128989	155876	158111
mariadb-10.1.9      	4614.2	21845	41331	78512	129209	156524	158421
mariadb-10.1.10     	4584.0	21495	41296	78643	130602	156447	159054
mariadb-10.1.11     	4561.6	21633	41331	79033	129795	155272	159116
mariadb-10.1.12     	4550.1	21569	41284	78321	128826	155679	159347
mariadb-10.1.13     	4550.5	13447	20642	31268	34763	27586	21351
mariadb-10.1.14     	4551.5	21501	41268	78467	129058	155964	158568
mariadb-10.1.15     	4598.5	21634	41321	78802	128837	154806	158178
mariadb-10.1.16     	4628.3	21806	41337	78282	128901	154314	158401
mariadb-10.1.17     	4629.9	21684	41168	78438	128358	154238	156790
mariadb-10.1.18     	4622.7	21588	41187	78340	128900	154082	157093
mariadb-10.1.19     	4551.5	21587	41411	77956	128855	153406	154953
mariadb-10.1.20     	4557.2	21666	41071	78130	128019	153309	155994
mariadb-10.1.21     	4549.4	21480	41140	77875	128094	152344	155845
mariadb-10.1.22     	4574.8	21602	41352	78019	127220	154496	158903
mariadb-10.1.23     	4570.2	21681	41211	77903	128462	153895	158302
mariadb-10.1.24     	4549.2	21729	41216	77611	127909	154646	157496
mariadb-10.1.25     	4555.4	21655	41418	79519	130522	159531	157619
mariadb-10.1.26     	4527.2	21661	41179	77727	128561	154090	156611
mariadb-10.1.27     	4541.2	21985	42201	81338	136052	162621	163578
mariadb-10.1.28     	4569.3	21975	41777	80391	134026	159561	161870
mariadb-10.1.29     	4541.0	21651	41631	80185	135756	167661	163242
mariadb-10.1.30     	4590.9	21480	41628	80734	137287	169643	164995
mariadb-10.1.31     	4552.1	21904	41870	80175	132755	157272	162619
mariadb-10.2.1      	---	---	---	---	---	---	---
mariadb-10.2.2      	---	---	---	---	---	---	---
mariadb-10.2.3      	2905.0	13752	26436	52142	97984	149113	165910
mariadb-10.2.4      	2942.6	13751	26530	51915	97319	147700	163652
mariadb-10.2.5      	2926.8	13646	26178	52007	98127	147472	177586
mariadb-10.2.6      	2923.0	13702	26424	52070	97840	150600	179042
mariadb-10.2.7      	2951.8	13686	26644	52541	98498	149826	175722
mariadb-10.2.8      	3859.3	18723	36189	67512	116688	162236	174758
mariadb-10.2.9      	3854.6	18623	36187	68417	116384	158946	169659
mariadb-10.2.10     	3751.2	18739	36605	69049	114750	162899	174050
mariadb-10.2.11     	3724.2	18632	36474	68775	114435	159099	171260
mariadb-10.2.12     	3632.0	18453	35454	65865	111654	156105	167797
mariadb-10.2.13     	3763.2	18839	36156	66839	113482	160827	173669
mariadb-10.3.0      	2898.1	13624	26333	51906	96916	149787	176711
mariadb-10.3.1      	3798.4	18780	36367	68899	115420	160341	171203
mariadb-10.3.2      	3810.7	18790	36186	68709	114733	161826	172153
mariadb-10.3.4      	3544.1	18277	34038	63003	107681	144063	163121
mariadb-10.3.5      	3751.2	18806	35626	66536	114099	158675	170094
mysql-5.6.36        	4633.6	22146	41972	77877	128680	156043	156103
mysql-5.6.37        	4649.9	22169	41845	76909	127995	155357	155877
