#sysbench INSERT only, single table, single thread
#QPS
#
#thread count       	1
mariadb-5.5.20      	681.06
mariadb-5.5.21      	678.00
mariadb-5.5.22      	679.99
mariadb-5.5.23      	670.44
mariadb-5.5.24      	715.43
mariadb-5.5.25      	676.37
mariadb-5.5.27      	673.86
mariadb-5.5.28      	676.60
mariadb-5.5.29      	680.15
mariadb-5.5.30      	670.72
mariadb-5.5.33      	676.05
mariadb-5.5.34      	681.18
mariadb-5.5.35      	679.29
mariadb-5.5.36      	708.18
mariadb-5.5.37      	701.05
mariadb-5.5.38      	674.64
mariadb-5.5.39      	682.57
mariadb-5.5.40      	711.17
mariadb-5.5.41      	671.33
mariadb-5.5.42      	686.49
mariadb-5.5.43      	687.98
mariadb-5.5.44      	663.50
mariadb-5.5.45      	686.55
mariadb-5.5.46      	686.29
mariadb-5.5.47      	672.14
mariadb-5.5.48      	686.80
mariadb-5.5.49      	691.64
mariadb-5.5.50      	692.10
mariadb-5.5.51      	703.13
mariadb-5.5.52      	686.64
mariadb-5.5.53      	683.94
mariadb-5.5.54      	675.76
mariadb-5.5.55      	672.27
mariadb-5.5.56      	676.81
mariadb-5.5.57      	695.17
mariadb-5.5.58      	678.77
mariadb-5.5.59      	692.12
mariadb-10.0.7      	644.65
mariadb-10.0.8      	644.44
mariadb-10.0.9      	705.55
mariadb-10.0.10     	648.72
mariadb-10.0.11     	646.68
mariadb-10.0.12     	661.68
mariadb-10.0.13     	684.55
mariadb-10.0.14     	660.94
mariadb-10.0.15     	663.17
mariadb-10.0.16     	659.47
mariadb-10.0.17     	650.53
mariadb-10.0.18     	650.98
mariadb-10.0.19     	664.76
mariadb-10.0.20     	661.76
mariadb-10.0.21     	663.96
mariadb-10.0.22     	657.15
mariadb-10.0.23     	659.24
mariadb-10.0.24     	656.19
mariadb-10.0.25     	660.29
mariadb-10.0.26     	662.04
mariadb-10.0.27     	663.88
mariadb-10.0.28     	656.10
mariadb-10.0.29     	661.15
mariadb-10.0.30     	752.69
mariadb-10.0.31     	665.88
mariadb-10.0.32     	658.79
mariadb-10.0.33     	649.09
mariadb-10.0.34     	652.01
mariadb-10.1.2      	641.21
mariadb-10.1.3      	648.56
mariadb-10.1.4      	633.07
mariadb-10.1.5      	652.94
mariadb-10.1.6      	628.05
mariadb-10.1.7      	664.93
mariadb-10.1.8      	647.12
mariadb-10.1.9      	643.72
mariadb-10.1.10     	661.83
mariadb-10.1.11     	669.96
mariadb-10.1.12     	654.54
mariadb-10.1.13     	655.77
mariadb-10.1.14     	654.03
mariadb-10.1.15     	652.69
mariadb-10.1.16     	648.07
mariadb-10.1.17     	661.21
mariadb-10.1.18     	675.71
mariadb-10.1.19     	724.34
mariadb-10.1.20     	647.96
mariadb-10.1.21     	654.75
mariadb-10.1.22     	677.36
mariadb-10.1.23     	700.64
mariadb-10.1.24     	655.97
mariadb-10.1.25     	676.82
mariadb-10.1.26     	667.88
mariadb-10.1.27     	735.86
mariadb-10.1.28     	660.09
mariadb-10.1.29     	664.70
mariadb-10.1.30     	668.06
mariadb-10.1.31     	650.14
mariadb-10.2.1      	651.48
mariadb-10.2.2      	661.44
mariadb-10.2.3      	668.44
mariadb-10.2.4      	647.14
mariadb-10.2.5      	645.68
mariadb-10.2.6      	635.18
mariadb-10.2.7      	672.66
mariadb-10.2.8      	642.62
mariadb-10.2.9      	644.19
mariadb-10.2.10     	641.93
mariadb-10.2.11     	638.95
mariadb-10.2.12     	629.12
mariadb-10.2.13     	644.54
mariadb-10.3.0      	648.22
mariadb-10.3.1      	669.08
mariadb-10.3.2      	657.37
mariadb-10.3.4      	641.42
mariadb-10.3.5      	656.32
