#sysbench INSERT only, single table, single thread
#QPS
#
#thread count       	1
mariadb-5.5.20      	706.03
mariadb-5.5.21      	538.41
mariadb-5.5.22      	573.82
mariadb-5.5.23      	722.68
mariadb-5.5.24      	546.95
mariadb-5.5.25      	567.54
mariadb-5.5.27      	559.19
mariadb-5.5.28      	562.44
mariadb-5.5.29      	562.68
mariadb-5.5.30      	589.84
mariadb-5.5.33      	557.15
mariadb-5.5.34      	598.07
mariadb-5.5.35      	627.38
mariadb-5.5.36      	568.60
mariadb-5.5.37      	548.80
mariadb-5.5.38      	605.74
mariadb-5.5.39      	555.03
mariadb-5.5.40      	558.66
mariadb-5.5.41      	564.44
mariadb-5.5.42      	536.60
mariadb-5.5.43      	610.96
mariadb-5.5.44      	556.18
mariadb-5.5.45      	822.29
mariadb-5.5.46      	646.53
mariadb-5.5.47      	565.67
mariadb-5.5.48      	548.67
mariadb-5.5.49      	565.90
mariadb-5.5.50      	555.24
mariadb-5.5.51      	985.94
mariadb-5.5.52      	558.84
mariadb-5.5.53      	609.75
mariadb-5.5.54      	555.55
mariadb-5.5.55      	616.35
mariadb-5.5.56      	548.28
mariadb-5.5.57      	563.12
mariadb-5.5.58      	578.58
mariadb-5.5.59      	572.02
mariadb-10.0.7      	530.34
mariadb-10.0.8      	530.46
mariadb-10.0.9      	530.10
mariadb-10.0.10     	535.36
mariadb-10.0.11     	535.15
mariadb-10.0.12     	573.64
mariadb-10.0.13     	565.17
mariadb-10.0.14     	552.67
mariadb-10.0.15     	564.85
mariadb-10.0.16     	680.67
mariadb-10.0.17     	562.00
mariadb-10.0.18     	551.18
mariadb-10.0.19     	654.31
mariadb-10.0.20     	553.38
mariadb-10.0.21     	552.56
mariadb-10.0.22     	546.91
mariadb-10.0.23     	560.80
mariadb-10.0.24     	538.96
mariadb-10.0.25     	566.04
mariadb-10.0.26     	684.39
mariadb-10.0.27     	563.01
mariadb-10.0.28     	550.48
mariadb-10.0.29     	571.39
mariadb-10.0.30     	682.17
mariadb-10.0.31     	552.57
mariadb-10.0.32     	567.24
mariadb-10.0.33     	549.18
mariadb-10.0.34     	529.92
mariadb-10.1.2      	573.98
mariadb-10.1.3      	579.22
mariadb-10.1.4      	524.46
mariadb-10.1.5      	542.33
mariadb-10.1.6      	543.18
mariadb-10.1.7      	558.81
mariadb-10.1.8      	974.21
mariadb-10.1.9      	535.20
mariadb-10.1.10     	594.86
mariadb-10.1.11     	550.99
mariadb-10.1.12     	565.26
mariadb-10.1.13     	543.57
mariadb-10.1.14     	619.70
mariadb-10.1.15     	555.16
mariadb-10.1.16     	605.64
mariadb-10.1.17     	587.68
mariadb-10.1.18     	593.24
mariadb-10.1.19     	539.78
mariadb-10.1.20     	563.74
mariadb-10.1.21     	551.37
mariadb-10.1.22     	728.70
mariadb-10.1.23     	578.52
mariadb-10.1.24     	662.61
mariadb-10.1.25     	547.03
mariadb-10.1.26     	553.18
mariadb-10.1.27     	940.28
mariadb-10.1.28     	564.27
mariadb-10.1.29     	567.01
mariadb-10.1.30     	530.27
mariadb-10.1.31     	526.45
mariadb-10.2.1      	592.39
mariadb-10.2.2      	604.67
mariadb-10.2.3      	599.68
mariadb-10.2.4      	621.27
mariadb-10.2.5      	577.69
mariadb-10.2.6      	615.78
mariadb-10.2.7      	973.54
mariadb-10.2.8      	595.61
mariadb-10.2.9      	595.86
mariadb-10.2.10     	661.66
mariadb-10.2.11     	594.85
mariadb-10.2.12     	566.99
mariadb-10.2.13     	738.14
mariadb-10.3.0      	593.07
mariadb-10.3.1      	602.03
mariadb-10.3.2      	605.15
mariadb-10.3.4      	577.89
mariadb-10.3.5      	675.78
